model,auc,precision,recall,f1,accuracy,ece
albert_temp,0.9690785495854176,0.9038557836755132,0.8993522670652716,0.9015984015984015,0.928623188405797,0.030873849445301974
albert_temp_cal,0.9689976343827064,0.966589861751152,0.8360737419033383,0.8966069997328346,0.9298913043478261,0.004895176235668148
biobert_temp,0.9789077965237242,0.9422776911076443,0.9028400597907325,0.9221374045801527,0.9445652173913044,0.0125933056720867
biobert_temp_cal,0.978711642754487,0.9525839104954715,0.890881913303438,0.9207003089598352,0.9442028985507246,0.0037197382539915
pubmedbert_temp,0.9814292872753504,0.9243986254295533,0.9382162431489786,0.9312561819980217,0.9496376811594203,0.02530129277012311
pubmedbert_temp_cal,0.9810444259211746,0.9471523858388917,0.9197807673143996,0.9332659251769464,0.9521739130434783,0.004609485332534612
xgb,0.9825030979672484,0.9572559366754617,0.9038365719980069,0.929779600205023,0.9503623188405798,0.01622960548595504
xgb_cal,0.9811023643266217,0.9530271398747391,0.9098156452416543,0.9309202141218456,0.9509057971014493,0.005428329297666156
