model,auc,precision,recall,f1,accuracy,ece
gemma4_31b_paper_cal,0.9773228578744394,0.9271664008506114,0.9078604893284747,0.9174118884797475,0.9415161110076364,0.009878402052222807
med_llama_paper,0.9732588341580601,0.9153354632587859,0.8948464341488808,0.9049749934193209,0.9327621531011362,0.02196878930791031
med_llama_paper_cal,0.9728456152598401,0.9103375527426161,0.8984903695991671,0.904375163741158,0.932017135406966,0.012793361622541232
med_llama_r128,0.9784424893502152,0.9593123209169054,0.8714211348256117,0.9132569558101473,0.9407710933134662,0.013181977371685083
med_llama_r128_cal,0.9776564373978653,0.9513966480446927,0.8865174388339406,0.9178119105362436,0.9431924008195195,0.006735701415784764
med_llama_r64,0.9736732608572246,0.9291938997821351,0.888079125455492,0.9081714133617248,0.9357422238778171,0.011919659299471237
med_llama_r64_cal,0.9734844664720496,0.9470422535211268,0.875065070275898,0.9096320346320347,0.9377910225367853,0.0065393981922450386
medgemma_paper,0.9770643129847055,0.9589275527666857,0.875065070275898,0.9150789330430049,0.9418886198547215,0.019914226505180196
medgemma_paper_cal,0.9762470091829106,0.9388312397596942,0.8948464341488808,0.9163113006396588,0.9415161110076364,0.011854561090175582
medgemma_r128,0.9822840512300849,0.9383047210300429,0.9104633003643935,0.9241743725231175,0.9465449804432855,0.028718605641182646
medgemma_r128_cal,0.9818877415450915,0.9500548847420417,0.9010931806350859,0.924926529521774,0.9476625069845409,0.006844513577222041
medgemma_r64,0.9752179627779903,0.94140625,0.8781884435190005,0.90869916509561,0.9368597504190724,0.016898766129967692
medgemma_r64_cal,0.9748341085402396,0.9385382059800664,0.8823529411764706,0.9095787496646096,0.9372322592661576,0.010375322201444603
mediphi_4b_paper,0.977235896206418,0.9481776765375854,0.8667360749609578,0.9056295893391352,0.935369715030732,0.02297022828133208
mediphi_4b_paper_cal,0.9769479111686561,0.9399666481378544,0.8802706923477356,0.9091397849462366,0.937046004842615,0.004812012335010588
modernbert,0.9839897681142967,0.9188495120698511,0.9312857886517438,0.9250258531540848,0.9459862171726579,0.023949345293808794
modernbert_cal,0.9833411035194112,0.9569773855488142,0.9031754294638209,0.9292983395822174,0.9508288321847644,0.008669129369186075
phi4_14b_paper,0.9799045323938252,0.9239302694136292,0.9104633003643935,0.9171473518615627,0.9411436021605513,0.020803210232608713
phi4_14b_paper_cal,0.9796625947670816,0.9441095890410959,0.8969286829776159,0.9199145755472504,0.9441236729372322,0.005898883511543636
pubmedbert,0.9780517657445912,0.9465065502183406,0.9026548672566371,0.9240607513988809,0.9469174892903707,0.009956258506451274
pubmedbert_cal,0.9775416963081149,0.9563025210084034,0.8885996876626757,0.9212088505126821,0.9456137083255727,0.005807648419861022
qwen4b_paper,0.9750744609282433,0.9287268770402611,0.8885996876626757,0.9082202713487629,0.9357422238778171,0.017809297264829202
qwen4b_paper_cal,0.9749889335238437,0.939799331103679,0.8776678813118167,0.907671601615074,0.9361147327249022,0.007280143248155448
qwen4b_r128,0.9761638218928415,0.9617142857142857,0.8761061946902655,0.9169163715608826,0.9431924008195195,0.02057790071749757
qwen4b_r128_cal,0.9757001773051787,0.9575551782682513,0.8807912545549194,0.9175704989154013,0.943378655243062,0.008000742601758256
qwen4b_r64,0.9783088763707031,0.9606077658975802,0.8885996876626757,0.9232017306652245,0.9471037437139133,0.009737732512715546
qwen4b_r64_cal,0.9779429881720054,0.9616685456595265,0.888079125455492,0.9234100135317997,0.9472899981374557,0.006461229673350212
qwen9b_paper,0.97840014082959,0.9212346993081426,0.9010931806350859,0.9110526315789473,0.937046004842615,0.021187585678199457
qwen9b_paper_cal,0.9781147978563948,0.9629415170816444,0.8656949505465903,0.9117324561403509,0.940026075619296,0.005452456585256873
qwen9b_r128,0.9819448856272894,0.9317697228144989,0.9099427381572098,0.9207268896497235,0.9439374185136897,0.023071257190143173
qwen9b_r128_cal,0.9817967790364405,0.9351901446170326,0.9089016137428423,0.9218585005279831,0.9448686906314024,0.010018677145328666
qwen9b_r64,0.9780269303376649,0.9425731639977912,0.8885996876626757,0.9147909967845659,0.9407710933134662,0.009047083433091964
qwen9b_r64_cal,0.977515804075362,0.9295698924731183,0.9000520562207184,0.914572864321608,0.9398398211957534,0.00832472794943517
xgb,0.9798040584527345,0.9556786703601108,0.8979698073919833,0.9259259259259259,0.9485937791022537,0.008475546318629177
xgb_cal,0.9793023681353124,0.9628378378378378,0.8901613742842269,0.9250743846361915,0.9484075246787111,0.006480638207574299
