model,auc,precision,recall,f1,accuracy,ece
qwen4b_r128,0.9787802277232682,0.9358528095474888,0.9184526921066388,0.9202861522738887,0.9434782608695652,0.02057790071749757
qwen4b_r128_cal,0.9784903850970794,0.9467580390089615,0.8948679621325362,0.9200819672131147,0.9448994787788533,0.008000742601758256
qwen4b_r64,0.9786378900719103,0.9576837416481069,0.8885996876626757,0.9222137209895435,0.9450429067007485,0.022700723791987856
qwen4b_r64_cal,0.9780642502167548,0.958041958041958,0.888079125455492,0.9231966787752984,0.9449275362318841,0.006846311893035322
qwen9b_paper,0.9789525445455565,0.9407294832826748,0.8959749085206482,0.9117021276595745,0.9381980640357409,0.024814492320295412
qwen9b_paper_cal,0.9783958536241855,0.9611111111111111,0.8753784056508577,0.9117324561403509,0.940026075619296,0.006138606074671617
qwen9b_r128,0.9819448856272894,0.9348500517063082,0.9122098890010091,0.9246178176067475,0.9467609828741623,0.019553258327746424
qwen9b_r128_cal,0.9817967790364405,0.9451563300871348,0.9038159958180868,0.9233644859813084,0.9465748324646315,0.008582669566190295
qwen9b_r64,0.9783914837192973,0.9425731639977912,0.9063278525161933,0.9166229680125852,0.9408041697691735,0.018414086829365017
qwen9b_r64_cal,0.977515804075362,0.9424111948331539,0.9000520562207184,0.914572864321608,0.9398398211957534,0.00832472794943517
xgb,0.979090130551352,0.9566441441441441,0.8979698073919833,0.9259259259259259,0.9483695652173914,0.014883412605328189
xgb_cal,0.9784491234417401,0.9628032345013477,0.8901613742842269,0.9250743846361915,0.9484075246787111,0.006480638207574299
