model,auc,precision,recall,f1,accuracy,ece
albert_temp,0.8670933067053495,0.8066884176182708,0.649376231122784,0.7195343761367771,0.7929367530549214,0.04841279001248516
albert_temp_cal,0.8670530245692685,0.7376893939393939,0.7672357189757059,0.7521725136787898,0.793205317577548,0.017784162480044823
biobert_temp,0.874351923837521,0.7569579288025889,0.7678923177938279,0.7623859191655802,0.804216463005237,0.029248212406250394
biobert_temp_cal,0.8737869668789834,0.7782340862422998,0.7465528562048588,0.7620643431635389,0.8093191889351417,0.023017412893036153
pubmedbert_temp,0.8866593099550735,0.7585456805469235,0.8013788575180565,0.7793742017879949,0.8144219148650463,0.05755842530533839
pubmedbert_temp_cal,0.8860977098412094,0.7987220447284346,0.7386736703873933,0.7675251577690602,0.8169732778299986,0.015743743712244296
xgb,0.9020866967052048,0.8037196944536699,0.7944845699277742,0.7990754498926862,0.8365784879817376,0.01776034697844419
xgb_cal,0.9016707090536189,0.7954619124797406,0.8056467498358503,0.8005219376936878,0.8357727944138579,0.012269443220219951
