model,auc,precision,recall,f1,accuracy,ece
med_llama_paper_cal,0.8657133960141434,0.7787548364403799,0.7116682738669238,0.7437017131340276,0.7928600515813764,0.017683430249937227
med_llama_r128,0.8739700097036226,0.7772527843401957,0.7402764384442302,0.7583141257820217,0.8007329985068549,0.04105316849179708
med_llama_r128_cal,0.8731191300937976,0.7675033025099075,0.7470266795242687,0.7571265678449259,0.79761096782951,0.02152738817327616
med_llama_r64,0.8280538164359791,0.7104283054003724,0.7357762777242044,0.7228801515869256,0.7617754852721597,0.016373353936329414
med_llama_r64_cal,0.8276222589985088,0.7189605389797883,0.7203471552555448,0.7196531791907514,0.7629971494502511,0.018416468006964254
medgemma_paper,0.8653271921365612,0.7819521178637201,0.6824172291867566,0.7288019224167525,0.7855300665128274,0.04540457943255529
medgemma_paper_cal,0.8652094843545699,0.7759914255091104,0.6981677917068466,0.7350253807106599,0.7874304330120809,0.015436760608684775
medgemma_r128,0.8894457696797442,0.77442218798151,0.8077788492446158,0.7907488986784141,0.8194651825709244,0.05238456854376551
medgemma_r128_cal,0.8887790987836033,0.7992651970607882,0.7692060430729669,0.7839475839475839,0.8209583276774807,0.014765053090878366
medgemma_r64,0.8702304368684489,0.779782164737917,0.7364191578270652,0.7574805753017028,0.8008687389710872,0.04187884259550041
medgemma_r64_cal,0.8694082950263798,0.7617374640689876,0.7666345226615237,0.7641781480294777,0.8001900366499254,0.017542171154237465
mediphi_4b_paper,0.8653390120068736,0.7706576728499157,0.7344905175184828,0.7521395655036208,0.7955748608660241,0.04779706307012144
mediphi_4b_paper_cal,0.8648927646986317,0.7715736040609137,0.7328833172613307,0.751730959446093,0.7955748608660241,0.016779752404779025
modernbert,0.8876098757017906,0.7751987281399046,0.7836708453873352,0.7794117647058824,0.812678159359305,0.046085537046138034
modernbert_cal,0.8871573974714995,0.7735730053610849,0.7884924461587914,0.7809614772365489,0.8132211212162346,0.02018398990934311
phi4_14b_paper,0.8750249614513622,0.7765741367637102,0.7373834779813565,0.7564715581203627,0.7995113343287634,0.03323296841592316
phi4_14b_paper_cal,0.8743617647663033,0.7871514295799505,0.7168113146898103,0.7503364737550471,0.7985611510791367,0.018579740992389057
pubmedbert,0.8819503480857399,0.7553159628631326,0.8106718097074895,0.782015503875969,0.8091489072892629,0.04142770038843512
pubmedbert_cal,0.8809964505646953,0.8050247699929228,0.7312761170041787,0.7663803267643591,0.8117279761096783,0.01225775989666767
qwen4b_paper,0.8738971645603886,0.7753938987596379,0.7434908389585342,0.7591073186741056,0.8007329985068549,0.04736153294686158
qwen4b_paper_cal,0.8735152656834951,0.7753938987596379,0.7434908389585342,0.7591073186741056,0.8007329985068549,0.017886562119742093
qwen4b_r128,0.8722904552243675,0.763395739186572,0.7602057216329154,0.7617973908842004,0.7992398534002987,0.04244216484683123
qwen4b_r128_cal,0.8719803441221182,0.7609459891339087,0.765348762455802,0.7631410256410256,0.799375593864531,0.019446079948900106
qwen4b_r64,0.8802901661095844,0.8316563467492261,0.6907746705239473,0.7546971027216857,0.8103705714673545,0.060567527732654156
qwen4b_r64_cal,0.8800533910717004,0.7911941294196131,0.7624558019929283,0.776559174987723,0.8147142663227909,0.013982339453996384
qwen9b_paper,0.8637678378081172,0.7868362004487659,0.676309868209579,0.7273984442523769,0.7859372879055246,0.05270140142914342
qwen9b_paper_cal,0.8628211152882205,0.7777777777777778,0.7020250723240116,0.7379624936644703,0.7894665399755667,0.017022693908206522
qwen9b_r128,0.8718763443686361,0.7451157198677487,0.796849887495982,0.7701149425287356,0.7991041129360662,0.05688355117576492
qwen9b_r128_cal,0.8711793118886899,0.8008752735229759,0.7058823529411765,0.7503844182470528,0.8016831817564816,0.016081091026985555
qwen9b_r64,0.8676765896177281,0.7984322508398656,0.6875602700096431,0.738860103626943,0.7947604180806298,0.04354133787773022
qwen9b_r64_cal,0.8669558796339933,0.7505456813221079,0.7737062037929926,0.7619499841722064,0.795846341794489,0.018871832689783048
xgb,0.893212116598149,0.8013289036544851,0.7753134040501446,0.7881065185427217,0.8239446178905931,0.017298281354123583
xgb_cal,0.8922234769662828,0.7779507941451261,0.8029572484731597,0.7902562480227776,0.820008144427854,0.016268164973496663
