model,auc,precision,recall,f1,accuracy,ece
pubmedbert,0.9800726634121877,0.9566805845511482,0.9133034379671151,0.9344889115472852,0.9534420289855072,0.027610539439753036
pubmedbert_cal,0.9792322374110198,0.9619852164730729,0.9078226208271052,0.9341194565496027,0.9534420289855072,0.005881116732979263
qwen4b_paper,0.9773292763684633,0.9387012987012987,0.9003487792725461,0.9191251271617498,0.9423913043478261,0.028300542411915073
qwen4b_paper_cal,0.9767537217802026,0.9606772255598034,0.8764324862979571,0.9166232412714955,0.9420289855072463,0.007014435745172022
qwen4b_r128,0.9795334887529286,0.9444153120083901,0.8973592426507224,0.9202861522738887,0.9434782608695652,0.007631086880392591
qwen4b_r128_cal,0.9795235605071972,0.9467580390089615,0.8948679621325362,0.9200819672131147,0.9434782608695652,0.00568768158053463
qwen4b_r64,0.9786378900719103,0.9446185997910136,0.9008470353761834,0.9222137209895435,0.9447463768115942,0.024212107461932232
qwen4b_r64_cal,0.9780642502167548,0.958041958041958,0.8873941205779771,0.9213657527159855,0.9449275362318841,0.0065987025345176946
qwen9b_paper,0.9789525445455565,0.9535772801747678,0.8699551569506726,0.9098488796248045,0.9373188405797102,0.02646760154659528
qwen9b_paper_cal,0.9783958536241855,0.9611111111111111,0.8619830592924763,0.9088521145258734,0.9371376811594203,0.0048803991894467436
qwen9b_r128,0.9826252153897453,0.954978813559322,0.898355754857997,0.9258023106546855,0.9476449275362319,0.017187361803574223
qwen9b_r128_cal,0.9820476751523383,0.9535129424194401,0.8993522670652716,0.9256410256410257,0.947463768115942,0.007018891754183854
qwen9b_r64,0.9846089498029316,0.9629433562731604,0.9063278525161933,0.9337782340862423,0.9532608695652174,0.018414086829365017
qwen9b_r64_cal,0.9840828946112461,0.9624735729386892,0.9073243647234679,0.9340856629905104,0.9534420289855072,0.008118422110227962
xgb,0.9829554713923981,0.9555555555555556,0.8998505231689088,0.9268668206312548,0.9483695652173914,0.019199511451311307
xgb_cal,0.9825494770580225,0.9499217527386542,0.9073243647234679,0.9281345565749235,0.9489130434782609,0.005306380668703822
