model,auc,precision,recall,f1,accuracy,ece
albert,0.9751027154477958,0.9409780775716695,0.8750653423941454,0.9068255687973997,0.93596425912137,0.0256706350437056
albert_cal,0.9744785718506401,0.9478808705612829,0.8651332984840564,0.904618748291883,0.9350335070737156,0.009504192646443295
biobert,0.9788415320564231,0.9218085106382978,0.905906952430737,0.9137885578697601,0.9391288160833954,0.015991169001111583
biobert_cal,0.9785973906566157,0.9377729257641921,0.8980658651332984,0.9174899866488652,0.9424795234549516,0.008873123700544144
biomistral_paper,0.9746655882432503,0.9139559286463799,0.9106116048092002,0.9122807017543859,0.9376396128071481,0.032833620468576914
biomistral_paper_cal,0.9742769719575153,0.9401330376940134,0.886565603763722,0.912563895614743,0.9395011169024572,0.009061409434477587
biomistral_r128,0.9777956003770252,0.9536312849162011,0.8923157344485102,0.9219551714825817,0.9462025316455697,0.022802706861421468
biomistral_r128_cal,0.9779389418302701,0.9415938864628821,0.9017250392054365,0.9212283044058746,0.9450856291883842,0.011279523880309617
biomistral_r64,0.9586972596771349,0.948502994011976,0.8280188186095139,0.8841752721183366,0.922747580044676,0.03241301903442514
biomistral_r64_cal,0.9585431883944955,0.9246458923512748,0.8531102979613173,0.8874388254486134,0.922933730454207,0.009344013685654864
gemma3_12b_paper,0.9788344292116129,0.9035897435897436,0.9210663878724517,0.9122443696608853,0.9368950111690245,0.0327243858970929
gemma3_12b_paper_cal,0.9785430614500353,0.9426365140650855,0.8933612127548354,0.917337627482555,0.9426656738644825,0.0127163328670161
gemma3_paper,0.976878502212536,0.9142403388035998,0.9027705175117616,0.9084692267227775,0.9352196574832464,0.01651791802702087
gemma3_paper_cal,0.9764892058671917,0.9389228206551916,0.883951907997909,0.9106085083467959,0.9381980640357409,0.011452166369611928
gemma3_r128,0.981441702192225,0.9486471562672557,0.8980658651332984,0.9226638023630505,0.9463886820551005,0.016218640968980933
gemma3_r128_cal,0.9813524632590239,0.9396739130434782,0.9038159958180868,0.9213962163602452,0.9450856291883842,0.010984224129841383
gemma3_r64,0.9813229184471005,0.9473398479913138,0.9121798222686879,0.929427430093209,0.9506701414743113,0.030927274723876064
gemma3_r64_cal,0.9811173137584976,0.9394750937332619,0.9168844746471511,0.928042328042328,0.9493670886075949,0.01136894944299103
gemma4_12b_paper,0.9788887584181936,0.9032258064516129,0.9221118661787768,0.9125711329539575,0.9370811615785555,0.027479457188742753
gemma4_12b_paper_cal,0.9784173259844581,0.9421806167400881,0.8944066910611604,0.9176722982032717,0.9428518242740134,0.01070170232405833
med_llama_paper,0.9786126542167397,0.8967611336032388,0.9262937794040773,0.9112882489071741,0.9357781087118392,0.03238934501300049
med_llama_paper_cal,0.9777448225928497,0.9449081803005008,0.887611082070047,0.9153638814016173,0.9415487714072971,0.010398791945663398
med_llama_r128,0.978389896913542,0.9457320520067835,0.8745426032409828,0.908745247148289,0.9374534623976173,0.023958773684391435
med_llama_r128_cal,0.9780484314273983,0.9476975554292212,0.8714061683220073,0.9079520697167756,0.9370811615785555,0.008291461490809055
med_llama_r64,0.9774734788086625,0.9476872246696035,0.8996340825927862,0.9230356663984982,0.9465748324646315,0.021462240500697515
med_llama_r64_cal,0.9771105536637306,0.9476872246696035,0.8996340825927862,0.9230356663984982,0.9465748324646315,0.012406031387881893
medgemma_paper,0.9747781003275318,0.9317685589519651,0.8923157344485102,0.911615487316422,0.9383842144452718,0.031277177838986946
