,albert,albert_cal,biobert,biobert_cal,biomistral_paper,biomistral_paper_cal,biomistral_r128,biomistral_r128_cal,biomistral_r64,biomistral_r64_cal,gemma3_12b_paper,gemma3_12b_paper_cal,gemma3_paper,gemma3_paper_cal,gemma3_r128,gemma3_r128_cal,gemma3_r64,gemma3_r64_cal,gemma4_12b_paper,gemma4_12b_paper_cal,gemma4_31b_paper,gemma4_31b_paper_cal,med_llama_paper,med_llama_paper_cal,med_llama_r128,med_llama_r128_cal,med_llama_r64,med_llama_r64_cal,medgemma_paper,medgemma_paper_cal,medgemma_r128,medgemma_r128_cal,medgemma_r64,medgemma_r64_cal,mediphi_4b_paper,mediphi_4b_paper_cal,modernbert,modernbert_cal,phi4_14b_paper,phi4_14b_paper_cal,pubmedbert,pubmedbert_cal,qwen4b_paper,qwen4b_paper_cal,qwen4b_r128,qwen4b_r128_cal,qwen4b_r64,qwen4b_r64_cal,qwen9b_paper,qwen9b_paper_cal,qwen9b_r128,qwen9b_r128_cal,qwen9b_r64,qwen9b_r64_cal,xgb,xgb_cal
gemma3_12b_paper,0.04240385034313365,0.08666061259712332,0.22956983690330734,0.753392667938105,0.18635493641491585,0.3580745576121884,0.03554834328965062,0.0026106638601898213,0.004931335737104692,0.0028732210495829857,1.0,0.5703022650583867,0.7739081700581045,0.5402706058930148,0.8970149485555805,0.6945791166206128,0.3589191279766858,0.17741303631947036,0.7541667313228253,0.6701649060808275,0.2980098819926229,0.21030336651455328,0.09918753610157616,0.3788519208509743,0.29591382940146094,0.16256294712193897,0.019178906023626707,0.03653559241461024,0.24328563634333256,0.20189866902703835,0.7429044752915901,0.9619211583945224,0.789040487842795,0.2920323931414419,0.23609970734191332,0.3423880231503822,0.711610724210257,0.8494041320388754,0.5736732227705963,0.46866281357490447,0.02331394034355183,0.6774705432592965,0.23304597135411975,0.28284999855329285,0.4072741601344605,0.5603675173272571,0.5923456053650702,0.3131146967929582,0.2664888482649008,0.38248626212315684,0.3490810570729186,0.42046551550259426,0.45064465952273514,0.268598497380224,0.9454038227229554,0.8836316413591566
gemma3_12b_paper_cal,0.024095677384442737,0.051798368541304596,0.14261292901115752,0.7779118334820588,0.21470518721469212,0.31002390013685965,0.021480497616255367,0.0005135665364965902,0.0021341502861759176,0.001631580141347344,0.42969773494161334,1.0,0.8222635341646719,0.5204170857694773,0.9138447055157694,0.8200623220978633,0.3551679824202828,0.08890501714965515,0.7217385764846693,0.66332502445248,0.2459987976298066,0.13770029101793146,0.14696545579672504,0.33263430707528574,0.24231107109951244,0.07100909675754496,0.01610930106143693,0.03795081416813284,0.11496224721562709,0.11901586128737185,0.6990889736444661,0.9220241074178483,0.5965221482348362,0.22088017130946136,0.2105727191776129,0.2654193104306113,0.6353570129231613,0.888851099948445,0.5352995999627287,0.42479968829854453,0.10734217258629286,0.6440699745656531,0.12818312665153264,0.21718796950414387,0.3074410887167831,0.5471300536699771,0.5940386427975481,0.24906679795886566,0.2511839946656582,0.3259215702478522,0.3113112581483799,0.34621125813143705,0.3890803479117496,0.18665197266701283,0.9794470662960519,0.926777564596545
gemma3_paper,0.007582402168206714,0.014782841357349974,0.006881041617043615,0.694453929492288,0.06478675420814817,0.07210974197761044,0.01897560560638112,0.00039450223856885014,0.0010720135531953057,0.00031656321413686683,0.22609182994189547,0.1777364658353281,1.0,0.2566122941327742,0.8386555396474438,0.3162754178400563,0.22939527560594442,0.053043945197219,0.3850440760881535,0.1643777133922535,0.058961675638239064,0.01403777377677462,0.05820818656013116,0.07049469684167642,0.16038826730329592,0.043845357471430146,0.0036817807807026925,0.015650539302691335,0.04222525803471899,0.013817808411164978,0.41662184236633326,0.7760771329107612,0.33672006460239123,0.010295507988047348,0.05399827406860869,0.03871276566605686,0.4222877481910432,0.6515333449968566,0.11712502103478162,0.13369252971160006,0.08982348223822112,0.38987634711872254,0.010647027058010794,0.03841485760226082,0.0923573648195326,0.2782777171235211,0.4460575442173924,0.1879240070999859,0.10203300001537463,0.05299515075562866,0.10922919119659336,0.13017618781832485,0.18924123144288318,0.04674211768697101,0.9986402646653249,0.9428456877171132
gemma3_paper_cal,0.009979976743586083,0.018700074503518405,0.12336099224546271,0.8423477120788498,0.3515452034831663,0.2571315199835631,0.021406290000622774,0.0012143130039891092,0.0007118908751849728,0.0010826174035835079,0.4597293941069852,0.4795829142305227,0.7433877058672258,1.0,0.8559215397003429,0.6892055397721111,0.4229085067641014,0.14943989229367283,0.5968734655615406,0.5736198679661646,0.2167095733573774,0.24596887116535793,0.2231109632888535,0.32803150008254,0.21798339630833674,0.009728268164366005,0.022714490848723012,0.054798384298304414,0.036503085825412285,0.13138325538777085,0.582083594898702,0.7769301320987625,0.5355289544771211,0.24509329567761917,0.23068130543177923,0.2448330391365361,0.5833076099813721,0.8057623959573319,0.503793462411541,0.39290806692948654,0.2597490389965036,0.5941041716056581,0.08558483970345321,0.14496186712181613,0.2224705279628073,0.538614028687652,0.6093803827831638,0.19462986475118504,0.28690012479249916,0.2966346593826814,0.2878043172872482,0.31937637055669543,0.33964388678386026,0.09248845383772619,0.9709091533948672,0.9590405604003643
gemma3_r128,0.001755626574041047,0.005444955747893165,0.041793749640761435,0.3663006401399458,0.04582193080346564,0.06291831441805207,0.004594881228283998,3.995226750086456e-05,0.00025785687218293774,8.771807413254784e-05,0.1029850514444195,0.08615529448423065,0.16134446035255623,0.1440784602996571,1.0,0.12884527976938276,0.13202679493883218,0.01307746235292262,0.23141619079437192,0.12316713490929376,0.011838747136959538,0.0037210310450885853,0.0325736967943997,0.03354192773575948,0.07840222995589363,0.02851306360200978,0.007276313322461814,0.015622292318658193,0.016816766353541235,0.004663003884181283,0.24928072930103795,0.43033832495212354,0.14798644722715903,0.042430296056917394,0.028577876540767932,0.045781641639661474,0.2020360407090077,0.3255785765517555,0.09469750822079137,0.05372532226860771,0.06611083920329341,0.019110547916392773,0.012771723233031551,0.016622317899178896,0.09991813572274111,0.19361123424239524,0.2302683519549258,0.10138400383597757,0.01247575831412917,0.0322751557350448,0.10428243348167465,0.006634032721853034,0.06905932405627413,0.057663797112389004,0.7388688290151249,0.5850165977559107
gemma3_r128_cal,0.011730334789789021,0.025075421343732085,0.06402652648640506,0.7322275060213316,0.1578736841977353,0.1951584535712373,0.016095903146783663,0.0002521918319927652,0.0007837201137469441,0.0006921945246457506,0.3054208833793872,0.17993767790213666,0.6837245821599437,0.3107944602278889,0.8711547202306172,1.0,0.26724861865676863,0.025675624453646795,0.499502826246886,0.4313324041830562,0.15049026991896197,0.06882774040692596,0.12572483531684409,0.22510652296467026,0.14227677717571385,0.015259481626833882,0.014008055451266599,0.03596221443169123,0.015764907855877808,0.0320839966264318,0.49946899184655447,0.7989988864146459,0.43286006350677175,0.12738092489294073,0.1542256809020348,0.1543111224406417,0.5193267661425582,0.8176230979829012,0.34725513556201004,0.28597750879388273,0.1131901939413753,0.5117513970156251,0.044219583320389,0.10493893657529607,0.13395504034570005,0.3511410291519397,0.5081309246702681,0.15777730584193528,0.16824818733540592,0.20059952486353083,0.22863408282647313,0.16622463304432655,0.23814217423330541,0.06574807223653822,0.9803173635020682,0.9199337134425299
gemma3_r64,0.06024999719315338,0.11450673840963976,0.2873128981283125,0.7652336632977763,0.38085316069920105,0.40345577485804807,0.04760877549483267,0.005470775915746295,0.006726750674598492,0.004966577497356628,0.6410808720233142,0.6448320175797172,0.7706047243940556,0.5770914932358986,0.8679732050611678,0.7327513813432314,1.0,0.2287129308869541,0.856564619176704,0.685252603594362,0.3549965041744867,0.3249465919892849,0.18017135455271127,0.43484960793058935,0.31712333133799175,0.17883475289342599,0.033013956596957605,0.05791287659672384,0.2907743235133001,0.27132685717423743,0.872563093682059,0.9126596348013589,0.7897673500020855,0.3649799756106391,0.3050403892022586,0.4003015652825349,0.7064712468937155,0.890171518727674,0.6076067582373458,0.5069704472517498,0.016561942765018434,0.6733854548929695,0.2958538447833319,0.3348832594760447,0.45408821711446135,0.606332957051988,0.6134561705673784,0.33059183661997604,0.3391096777317363,0.4349149438832749,0.39232679527769765,0.4709268555623769,0.4904689198195171,0.30327128642122436,0.9295224555254189,0.8843144974904091
gemma3_r64_cal,0.03190625564416205,0.09179875740898591,0.49922584178504137,0.9218394572677389,0.7364098786030553,0.5973193818339575,0.035421390633003424,0.0011035776209585846,0.000665079029117388,0.0008050348639191407,0.8225869636805296,0.9110949828503448,0.946956054802781,0.8505601077063272,0.9869225376470774,0.9743243755463532,0.7712870691130459,1.0,0.8773235543391502,0.8694395346488761,0.5265662176448094,0.6734994964530505,0.37758450900718954,0.6462176466407596,0.5186274735843839,0.2113188340725708,0.05943626612862063,0.10303344387640267,0.5068460697790109,0.51108024074657,0.8540819090582117,0.9424476015321329,0.8895620735587202,0.6022821154117597,0.4620772352803333,0.6142811862197171,0.8447477042577503,0.9783079723335684,0.819027262347389,0.7316164978150141,0.508195495296859,0.8995929634861225,0.48788461752325407,0.5101249985698474,0.7015113398212056,0.8257481671660667,0.8328868323557707,0.4812839671294098,0.5864695075719102,0.6568849199246944,0.5512454935130107,0.8345310989022197,0.7277211587058696,0.518024467293597,0.9870124727049105,0.9582890545556099
gemma4_12b_paper,0.03778269793171396,0.06822319247820363,0.10018464771233337,0.683380936643245,0.1240952209788646,0.24990577894324972,0.0383356821908406,0.0035229079941363484,0.004907206402946063,0.0032048474374672953,0.2458332686771747,0.2782614235153307,0.6149559239118465,0.40312653443845936,0.7685838092056281,0.500497173753114,0.143435380823296,0.12267644566084979,1.0,0.43846406530827686,0.2295966614896121,0.15407761629677452,0.1029964379376469,0.2773502244758015,0.2110697546850453,0.08858181456993086,0.012755681977183242,0.03138025326462557,0.1515438000308027,0.13485031656036628,0.4997678354027383,0.8118752726877013,0.41741523317164053,0.16076417688774858,0.1825753666340224,0.22150936029626567,0.5217525980022324,0.7924260996392957,0.36643716719245334,0.35207757897603886,0.02037886984750914,0.5089782051579324,0.14529591091572824,0.2011610853634671,0.21988732669187772,0.38815608438615634,0.5054377860871454,0.23293954609700318,0.22189267353564646,0.2739126447388981,0.24067979416800145,0.31059360303620953,0.33584132078094964,0.1334264689119583,0.9134540197696772,0.8787676358963773
gemma4_12b_paper_cal,0.017171777603043892,0.03368986457104983,0.024980208693675454,0.7638959041378045,0.10599556250287012,0.1945304674803403,0.025125439441199715,0.0008278931045934135,0.002787451480412817,0.0011787012652497708,0.32983509391917254,0.33667497554752,0.8356222866077465,0.4263801320338354,0.8768328650907062,0.5686675958169438,0.314747396405638,0.13056046535112387,0.5615359346917231,1.0,0.1488115163130369,0.06829723886993777,0.07735092129204824,0.17185578380572686,0.24736834512154582,0.09440374964976084,0.002809575449143731,0.013307688004594143,0.12098985118902217,0.08832220244367273,0.5443330954309595,0.9339568828837473,0.47760835708351135,0.023419389177718353,0.08710806042659447,0.08817596683811357,0.573981569214576,0.7694175017497998,0.12878348778876003,0.291980520648916,0.10949606868683526,0.5638960034200801,0.04889977588956762,0.13772496596393669,0.18937892560345504,0.43915152027165183,0.5309457588507522,0.2587757366637796,0.19972163604023385,0.17366621055436404,0.17762248376721845,0.2807905051000923,0.30566853755109014,0.14128126649807315,0.9936920178122952,0.9557117708108865
